ADAMTS9-AS2	AFAP1-AS1	CDKN2B-AS1	FMR1-AS1	BACE1-AS	BANCR	BCAR4	BDNF-AS	BOK-AS1	CASC2	CBR3-AS1	CCAT2	CCDC26	CRNDE	CTBP1-AS	DANCR	DBET	DLEU1	DNM3OS	DSCAM-AS1	EPB41L4A-AS1	CASC9	ESRG	GAS5	GDNF-AS1	H19	HAR1A	HAR1B	HIF1A-AS1	LINC01370	HNF1A-AS1	HOTAIR	HTT-AS	HULC	IFNG-AS1	IGF2-AS	KCNQ1OT1	LINC00850	PICSAR	LINC00271	LINC00963	LINC01262	LINCMD1	LINC01315	NPTN-IT1	TUSC7	LSINCT5	MALAT1	MEG3	MESTIT1	MIAT	MIR100HG	MIR155HG	MIR17HG	MIR31HG	SNHG16	NEAT1	PANDAR	PCA3	PCAT1	PCGEM1	PDZRN3-AS1	PINK1-AS	PRNCR1	PSORS1C3	PVT1	RMST	SCHLAP1	SNHG11	SNHG3	SNHG4	SNHG5	SOX2-OT	TCL6	TDRG1	TERC	THRIL	TUG1	TUSC8	SNHG14	UCA1	WT1-AS	XIST	LINC00538	ZFAS1	DRAIC	NBAT1	LINC-ROR	TARID	GSEC	HOXA11-AS	NBR2	FOXP4-AS1	HOTAIRM1	SNHG18	PCAT14	RAMP2-AS1	LINC00161	HCG11	AGAP2-AS1	TPT1-AS1	LINC01198	MIR2052HG	CYTOR	HOTTIP	KIAA0087	GATA6-AS1	FAM215A	LINC00472	IRAIN	LINC00520	LEF1-AS1	LINC00460	HOXC-AS1	LINC01138	SLC25A25-AS1	SNHG20	MIR22HG	SNHG1	LINC01089	LINC01133	CLMAT3	MINCR	SOCS2-AS1	UCHL1-AS1	LINC01234	STXBP5-AS1	MAPT-AS1	MDC1-AS1	GAPLINC	PAX8-AS1	ZNF582-AS1	SAMMSON	GHET1	LINP1	PTPRD-AS1	GACAT3	MIR503HG	LINC00629	PACERR	CASC11	NORAD	TRIM52-AS1	LINC00636	LINC01405	ADARB2-AS1	ST8SIA6-AS1	LINC00511	DPP10-AS1	LINC00052	MIF-AS1	CASC15	FEZF1-AS1	FGF14-AS2	LINC01828	FTX	AC002454.1	LINC00917	TRPM2-AS	CPS1-IT1	SNHG12	FOXC2-AS1	FENDRR	FAM30A	LINC01016	LINC00160	PTPRG-AS1	RASSF1-AS1	LINC01507	LINC01616	LOXL1-AS1	PCAT5	EGOT	LINC00261	NKILA	HOXA-AS3	HAGLR	EWSAT1	MGAT3-AS1	CERNA2	LINC00582	DIRC3	FOXCUT	MIR99AHG	LINC01080	HOXB-AS3	MYCNUT	CASC22	BGLT3	CAHM	LINC00467	PCAT18	OVAAL	MIR7-3HG
ADAMTS9-AS2	1	0.0965457534182496	0.116512950521709	0	0.0157657657657658	0.239199285938923	0.074377377008956	0	0.196093610192289	0.434372862909026	0.0922862712336397	0.0599796754891388	0.441719761719762	0.361292341122643	0.0384645374119058	0.0544582123529492	0	0.141706383325449	0.0315315315315315	0.0666666666666667	0.309734513274336	0.0976150594241046	0.193853427895981	0.17790174958955	0	0.144641233003339	0	0	0.0188323917137476	0	0.148170581241447	0.162057297945459	0	0.227349228944574	0	0.0194931773879142	0.0365269104965804	0	0	0	0.0935162222018105	0	0	0.165354330708661	0.213507219375873	0.552447552447553	0.0549549549549549	0.15235403567992	0.144858074571425	0	0.0908288588190777	0.198512766466578	0.692640692640693	0.268636568171591	0.0666666666666667	0.28060771694731	0.150786474039251	0.166568555011213	0.0292397660818713	0.158714189603803	0.507309941520468	0	0	0.512573099415205	0	0.0857480336972515	0.0748538011695906	0.0292397660818713	0	0	0	0.274268104776579	0.0670676691729323	0.19846173826135	0.0721787345075016	0.0194931773879142	0	0.22939394979292	0.0228571428571429	0	0.113652622222432	0.0699300699300699	0.246395856523768	0.213507219375873	0.0514619883040936	0.769911504424779	0.295812395309883	0.262939026493922	0.309734513274336	0.0219435736677116	0.513597168597169	0.309734513274336	0.0210526315789474	0.408359497036024	1	0.0292397660818713	0.678391959798995	0.104895104895105	0.0292397660818713	1	1	1	0.0666666666666667	0.0753912355789951	0.313174934227566	0.0251572327044025	0.0779220779220779	0.0315315315315315	0.0549549549549549	0.0567901234567901	0.0666666666666667	0.0210526315789474	0.0210526315789474	0	0.0292397660818713	0.0210526315789474	0.0210526315789474	0.0315315315315315	0.498361787220576	0.54990951863916	0.0210526315789474	0.0210526315789474	0.050983702096019	0.0292397660818713	0	0.0666666666666667	0.0666666666666667	0	1	0.0210526315789474	0.0228571428571429	0.0210526315789474	0.318181818181818	0.0210526315789474	0.0666666666666667	0.0315315315315315	0.0315315315315315	0.239583333333333	0.239583333333333	0.0699300699300699	0.0210526315789474	0.0666666666666667	0.12565445026178	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0	0.364525318403753	0.0210526315789474	0.0666666666666667	0.0430769230769231	0.0210526315789474	0	0	0.0292397660818713	0.166666666666667	0.0783158141648708	0.104895104895105	0.104895104895105	0.0292397660818713	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0210526315789474	0	0	0.0292397660818713	0.0666666666666667	0.037037037037037	0.0666666666666667	1	0.410385259631491	0.478827361563518	0	0.0315315315315315	0.0251572327044025	0.0666666666666667	0.123809523809524	0.148936170212766	0	0.0210526315789474	0.410385259631491	0.0666666666666667	0.0867052023121387	0.0210526315789474	0.410385259631491	0.0292397660818713	0.0315315315315315	0.0424242424242424
AFAP1-AS1	0.0965457534182496	1	0.251471885076281	0	0.107928640710547	0.505589565535708	0.368931934705062	0	0.482600580480535	0.359651472094425	0.43243516846398	0.451852256942916	0.348739789344504	0.33789108557822	0.0735326553588789	0.304236456854958	0	0.0953713824008471	0.143904854280729	0.151197151468162	0.273674690252154	0.565143709903155	0.0669677650373945	0.325036330689549	0	0.287639481668211	0	0	0.0555462799920277	0.0299625468164794	0.558718833348679	0.391911986069321	0	0.480299342487085	0	0.0685479565621889	0.329644941598005	0	0	0.0299625468164794	0.127684719030172	0	0	0.404286078172125	0.486857941188777	0.0908591999099936	0.190017810839607	0.355912806570705	0.3363153128085	0	0.153235480208895	0.0750172656883748	0.0909427658962613	0.255780947571016	0.151197151468162	0.394274397335761	0.33419634790556	0.424051367571023	0.0667712958572072	0.589794152448674	0.0935286455456202	0.0299625468164794	0.0372670807453416	0.371321008692715	0	0.32164491382498	0.137892489276858	0.0667712958572072	0	0	0	0.103210743358562	0.546884046229985	0.147998484825761	0.423451735198464	0.0572325393061776	0	0.346553949885001	0.05239766510302	0	0.474014847924691	0.046385049395707	0.37679256328716	0.486857941188777	0.4112241686092	0.258200353174513	0.144666877268069	0.605021723147228	0.273674690252154	0.342848699634367	0.158235505588045	0.273674690252154	0.429783100161361	0.321699549551894	0.0965457534182496	0.0667712958572072	0.0620731302129017	0.0541158909616582	0.0667712958572072	0.0965457534182496	0.0965457534182496	0.0965457534182496	0.151197151468162	0.497468744185405	0.464036180771356	0.0569281867988245	0.040820292804421	0.143904854280729	0.190017810839607	0.411026001193745	0.151197151468162	0.429783100161361	0.429783100161361	0	0.0667712958572072	0.429783100161361	0.429783100161361	0.143904854280729	0.0687536267825595	0.147650933597514	0.429783100161361	0.429783100161361	0.14693863879859	0.0667712958572072	0	0.151197151468162	0.151197151468162	0	0.0965457534182496	0.429783100161361	0.05239766510302	0.429783100161361	0.0743211835567223	0.429783100161361	0.151197151468162	0.143904854280729	0.143904854280729	0.140319397388869	0.140319397388869	0.046385049395707	0.429783100161361	0.151197151468162	0.125312301445462	0.151197151468162	0.151197151468162	0.151197151468162	0.151197151468162	0.151197151468162	0.151197151468162	0.151197151468162	0	0.133550001023121	0.429783100161361	0.151197151468162	0.0593355761980138	0.429783100161361	0	0	0.0667712958572072	0.132715843567543	0.0665160920011204	0.0541158909616582	0.0541158909616582	0.163814198733718	0.151197151468162	0.151197151468162	0.151197151468162	0.151197151468162	0.429783100161361	0	0	0.0667712958572072	0.151197151468162	0.436471252187202	0.151197151468162	0.0965457534182496	0.0620731302129017	0.0740906303654942	0	0.143904854280729	0.0569281867988245	0.151197151468162	0.489356181389795	0.0781290592102936	0	0.429783100161361	0.0620731302129017	0.151197151468162	0.0459311315861346	0.429783100161361	0.0620731302129017	0.0667712958572072	0.143904854280729	0.24092629058504
CDKN2B-AS1	0.116512950521709	0.251471885076281	1	0.0140034526084884	0.173888884649085	0.2972180047289	0.229164198038214	0.0382954532624232	0.268807933879413	0.226666858275786	0.188102327470335	0.355174204008501	0.232843465307746	0.315744162636837	0.124872551261048	0.264273372674628	0.012410977834692	0.108828561433752	0.111610875589473	0.119459829065479	0.190464293671176	0.176194201726432	0.190700234096837	0.557000613365648	0.0718789196742573	0.567385294885379	0.0845009283377705	0.0845009283377705	0.147686848541545	0.0821602470761725	0.212633763662327	0.531004411050809	0.0382954532624232	0.433679390974315	0.00886475069125577	0.142396609357333	0.178880103267409	0.0115158135806744	0.00628456541782081	0.0821602470761725	0.121597064099708	0.0285545988407425	0.0115158135806744	0.113762779946458	0.236368635214924	0.188443703441232	0.183314871417573	0.574579086506154	0.611309229159381	0.00491551459293395	0.387855675538944	0.183328242421362	0.134460971253644	0.195000400992213	0.119459829065479	0.141810261722431	0.46178726221962	0.275922972153821	0.0949053380608401	0.327000467117555	0.175490470826629	0.0821602470761725	0.108590698202742	0.238103135785698	0.00952380952380952	0.463905609375908	0.132457107936258	0.0949053380608401	0.0069453495919859	0.0718789196742573	0.019672131147541	0.130636611695592	0.293408574603708	0.154089441741331	0.179309902552336	0.0990511730083499	0.0458069685553426	0.461066426551654	0.10112737333613	0.0218351500038491	0.487290311550546	0.126103397051507	0.347221078171907	0.236368635214924	0.172511789520294	0.232871083353374	0.14949793874818	0.364377439329968	0.190464293671176	0.0845321075690707	0.239031613214647	0.190464293671176	0.0973652995076472	0.257119762419407	0.116512950521709	0.0949053380608401	0.0839356794216489	0.100306991727868	0.0949053380608401	0.116512950521709	0.116512950521709	0.116512950521709	0.119459829065479	0.187510723179027	0.296856998333715	0.0790351179762573	0.0585712423353892	0.111610875589473	0.183314871417573	0.143445096888283	0.119459829065479	0.0973652995076472	0.0973652995076472	0.106157374921993	0.0949053380608401	0.0973652995076472	0.0973652995076472	0.111610875589473	0.124603796674254	0.173693351956219	0.0973652995076472	0.0973652995076472	0.110631131460813	0.0949053380608401	0.0285545988407425	0.119459829065479	0.119459829065479	0.0285545988407425	0.116512950521709	0.0973652995076472	0.10112737333613	0.0973652995076472	0.11319777869244	0.0973652995076472	0.119459829065479	0.111610875589473	0.111610875589473	0.0740178410847261	0.0740178410847261	0.0975206864020935	0.0973652995076472	0.119459829065479	0.0672598715844572	0.119459829065479	0.119459829065479	0.119459829065479	0.119459829065479	0.119459829065479	0.119459829065479	0.119459829065479	0.0119552483512839	0.181901265536109	0.0973652995076472	0.119459829065479	0.0639980884571097	0.0973652995076472	0.0694643664792918	0	0.0949053380608401	0.0653306663476948	0.150313380725419	0.100306991727868	0.100306991727868	0.0992924008306872	0.119459829065479	0.119459829065479	0.119459829065479	0.119459829065479	0.0973652995076472	0.0718789196742573	0.00591133004926108	0.0949053380608401	0.119459829065479	0.0804103119125961	0.119459829065479	0.116512950521709	0.0686210108406487	0.0775098250943715	0.0107056558188693	0.111610875589473	0.0790351179762573	0.119459829065479	0.132333381678224	0.0929164077040835	0.0718789196742573	0.0973652995076472	0.0686210108406487	0.119459829065479	0.0696263037649285	0.0973652995076472	0.0686210108406487	0.0949053380608401	0.111610875589473	0.0770760116140612
FMR1-AS1	0	0	0.0140034526084884	1	0.021431323444423	0	0	0.190839694656489	0	0	0	0	0	0	0	0	0.105263157894737	0	0	0	0	0	0.00634920634920635	0	0.0344827586206897	0.0348852531157546	0.138720715977889	0.138720715977889	0	0	0	0.00309280440262528	0.190839694656489	0	0.0267379679144385	0	0.109644670050761	0.213592233009709	0.0113636363636364	0	0	0.036697247706422	0.213592233009709	0	0	0	0	0.0115267085145827	0.0135918357107481	0.224066390041494	0.00862068965517241	0	0	0	0	0	0.0262446981681393	0	0	0	0	0	0.0244648318042813	0	0	0.00562983814215341	0	0	0	0.0344827586206897	0	0	0.0137931034482759	0	0	0.140625	0	0.0255260848267135	0	0.344216745928808	0.00947867298578199	0	0.0556768558951965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0242587601078167	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018348623853211	0	0	0	0	0	0.036697247706422	0	0	0.036697247706422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0	0	0
BACE1-AS	0.0157657657657658	0.107928640710547	0.173888884649085	0.021431323444423	1	0.0437101706819708	0.0682594417077176	0.192473484479907	0.188624733254605	0.127901692010189	0.0744300144300144	0.305399444599432	0.118789992692301	0.237972811302223	0.184942847414758	0.113452498801864	0.104884636321762	0.0263042215855011	0.5	0.08	0.104046242774566	0.0618876018876019	0.0730773154339193	0.214680374293581	0.512820512820513	0.133470337028611	0.483059757536745	0.483059757536745	0.0827004219409283	0.0473933649289099	0.104490187866553	0.184849412484796	0.192473484479907	0.104679532576447	0.0412020905923345	0.0758957354702036	0.0905003013863773	0.0944685019074131	0.0286897704818361	0.0473933649289099	0.0915886238595402	0.143927125506073	0.0944685019074131	0.030938123752495	0.0952369942196532	0.020362727259279	0.432	0.164781764914925	0.133940347395874	0.0206185567010309	0.269659506140551	0.0952509190925893	0.0172855098088743	0.0933635764981342	0.08	0.0285400238948626	0.237194427998132	0.113080493879149	0.0735930735930736	0.100164128008884	0.0898728598728599	0.0473933649289099	0.166754603630665	0.0643173043173043	0	0.172896633396326	0.0687169811320755	0.0735930735930736	0	0.512820512820513	0	0.0278802832010298	0.358437118437118	0.0703839315146192	0.153942652329749	0.0588744588744589	0	0.205918435183394	0.151063829787234	0.0571435363069583	0.192945339071804	0.0118226600985222	0.307016044981167	0.0952369942196532	0.076	0.0895433005259595	0.0685400238948626	0.127859634893931	0.104046242774566	0.030751708428246	0.388943198517667	0.104046242774566	0.03	0.0334281746083648	0.0157657657657658	0.0735930735930736	0.0113500597371565	0.0147783251231527	0.0735930735930736	0.0157657657657658	0.0157657657657658	0.0157657657657658	0.08	0.141046238568649	0.0976351217813619	0.162100456621005	0.0116822429906542	0.5	0.432	0.154088353413655	0.08	0.03	0.03	0	0.0735930735930736	0.03	0.03	0.5	0.108321811623694	0.069152224824356	0.03	0.03	0.0351058390428469	0.0735930735930736	0.143927125506073	0.08	0.08	0.143927125506073	0.0157657657657658	0.03	0.151063829787234	0.03	0.0190677966101695	0.03	0.08	0.5	0.5	0.0317460317460317	0.0317460317460317	0.0544893267651888	0.03	0.08	0.0776892430278884	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.0336322869955157	0.0234062837907339	0.03	0.08	0.19438202247191	0.03	0.101990049751244	0.0317460317460317	0.0735930735930736	0.0122549019607843	0.135591695346065	0.0147783251231527	0.0147783251231527	0.038961038961039	0.08	0.08	0.08	0.08	0.03	0.512820512820513	0	0.0735930735930736	0.08	0.152610441767068	0.08	0.0157657657657658	0.0113500597371565	0.0128805620608899	0.029126213592233	0.5	0.162100456621005	0.08	0.0388888888888889	0.0199004975124378	0.512820512820513	0.03	0.0113500597371565	0.08	0.0128755364806867	0.03	0.0113500597371565	0.0735930735930736	0.5	0.0533333333333333
BANCR	0.239199285938923	0.505589565535708	0.2972180047289	0	0.0437101706819708	1	0.578217423819555	0	0.443456137460971	0.41303880708257	0.364062574512867	0.37601474628457	0.246308235357571	0.369051011188494	0.0544752043545795	0.469423254124137	0	0.144196945646361	0.0582802275759611	0.121040926005805	0.27731946808833	0.475037123527223	0.153360783610492	0.329216991425207	0	0.306944298605919	0	0	0.0418776216324721	0	0.388114818085646	0.397021233958809	0	0.512777747124872	0	0.0430978868958317	0.299974104938735	0	0	0	0.10088926186838	0	0	0.148678004364122	0.489982036476927	0.433007321565234	0.114860476258944	0.37414914863906	0.343505466837682	0	0.168385231267125	0.155244705668724	0.220334081825199	0.266872184315053	0.121040926005805	0.438234455294441	0.284723155171707	0.416907538837742	0.0502808680451369	0.5867751224084	0.190982795674098	0	0	0.445063422899863	0	0.255622959326856	0.144192845092835	0.0502808680451369	0	0	0	0.400026651520503	0.494231069052748	0.191054331712198	0.322633558301345	0.0430978868958317	0	0.527061813957264	0.0383329622988095	0	0.528906048420572	0.0731270525595686	0.224828332244411	0.489982036476927	0.376157182540279	0.337182366886918	0.188695637453956	0.396460727713218	0.27731946808833	0.292708015661211	0.200716565128149	0.27731946808833	0.381334395894012	0.414731657386618	0.239199285938923	0.0502808680451369	0.157167868826137	0.380226202097526	0.0502808680451369	0.239199285938923	0.239199285938923	0.239199285938923	0.121040926005805	0.281371394312183	0.539919913198002	0.0414968820272691	0.0644318706495108	0.0582802275759611	0.114860476258944	0.152738946319698	0.121040926005805	0.381334395894012	0.381334395894012	0	0.0502808680451369	0.381334395894012	0.381334395894012	0.0582802275759611	0.175184348355755	0.209055143426792	0.381334395894012	0.381334395894012	0.102410414059309	0.0502808680451369	0	0.121040926005805	0.121040926005805	0	0.239199285938923	0.381334395894012	0.0383329622988095	0.381334395894012	0.414298129018062	0.381334395894012	0.121040926005805	0.0582802275759611	0.0582802275759611	0.14820454008702	0.14820454008702	0.325908173226451	0.381334395894012	0.121040926005805	0.103317135335739	0.121040926005805	0.121040926005805	0.121040926005805	0.121040926005805	0.121040926005805	0.121040926005805	0.121040926005805	0	0.39585616439557	0.381334395894012	0.121040926005805	0.0390334671191918	0.381334395894012	0	0	0.0502808680451369	0.107711651054601	0.336321331483174	0.380226202097526	0.380226202097526	0.0927535052035316	0.121040926005805	0.121040926005805	0.121040926005805	0.121040926005805	0.381334395894012	0	0.0260162601626016	0.0502808680451369	0.121040926005805	0.132080154328435	0.121040926005805	0.239199285938923	0.157167868826137	0.185708869319983	0	0.0582802275759611	0.0414968820272691	0.121040926005805	0.413324145150857	0.119649998922442	0	0.381334395894012	0.157167868826137	0.121040926005805	0.0717518794057174	0.381334395894012	0.157167868826137	0.0502808680451369	0.0582802275759611	0.147729752255431
BCAR4	0.074377377008956	0.368931934705062	0.229164198038214	0	0.0682594417077176	0.578217423819555	1	0	0.282190709362605	0.383185542979357	0.161156110756272	0.471363667701746	0.388758706731057	0.302535482529084	0.10087462328403	0.771551724137931	0	0.115052656855682	0.102389162561576	0.552097380935482	0.325568598679384	0.225597207785323	0.0816002198726032	0.321348627176138	0	0.230748270119809	0	0	0.0805104456107852	0	0.405877085768041	0.339095104069141	0	0.441134171113652	0	0.0832739012667694	0.605022831050228	0	0	0	0.116310911197494	0	0	0.0967180768067862	0.613646368305209	0.381869180117895	0.473677904748385	0.292519424974135	0.288379962630452	0	0.154135485448765	0.0987683262617893	0.0728352349404981	0.298429562487811	0.552097380935482	0.453315167125794	0.269908908315638	0.694654216150158	0.104092376583462	0.491760900985486	0.0999739877750621	0	0	0.425769632666184	0.0833333333333333	0.294959271235202	0.491137169348241	0.104092376583462	0	0	0	0.129259225027951	0.610024831850548	0.171873994000346	0.139888557658807	0.104419275716109	0.0612244897959184	0.437044639148634	0.0880395514984822	0	0.457630652014184	0.0559170794861657	0.351209459203491	0.613646368305209	0.813698630136986	0.281433899922528	0.454345851005583	0.512942073136257	0.325568598679384	0.415679167807282	0.123579267174773	0.325568598679384	0.539360058176529	0.365255030971459	0.074377377008956	0.104092376583462	0.0485059468971485	0.521509252583514	0.104092376583462	0.074377377008956	0.074377377008956	0.074377377008956	0.552097380935482	0.557577382900899	0.547443318021739	0.0967118665648077	0.0504117962716689	0.102389162561576	0.473677904748385	0.496647938892747	0.552097380935482	0.539360058176529	0.539360058176529	0	0.104092376583462	0.539360058176529	0.539360058176529	0.102389162561576	0.0489917567274713	0.459206040410655	0.539360058176529	0.539360058176529	0.116672624204768	0.104092376583462	0	0.552097380935482	0.552097380935482	0	0.074377377008956	0.539360058176529	0.0880395514984822	0.539360058176529	0.0923883466491959	0.539360058176529	0.552097380935482	0.102389162561576	0.102389162561576	0.0832349731193662	0.0832349731193662	0.417207402066811	0.539360058176529	0.552097380935482	0.0895183392833097	0.552097380935482	0.552097380935482	0.552097380935482	0.552097380935482	0.552097380935482	0.552097380935482	0.552097380935482	0	0.100849798738741	0.539360058176529	0.552097380935482	0.0532684178975454	0.539360058176529	0	0	0.104092376583462	0.0542130991931656	0.473083778966132	0.521509252583514	0.521509252583514	0.126705441910095	0.552097380935482	0.552097380935482	0.552097380935482	0.552097380935482	0.539360058176529	0	0	0.104092376583462	0.552097380935482	0.159385165356465	0.552097380935482	0.074377377008956	0.0485059468971485	0.0576527022697098	0	0.102389162561576	0.0967118665648077	0.552097380935482	0.153970636259813	0.102000274840754	0	0.539360058176529	0.0485059468971485	0.552097380935482	0.0568969276991665	0.539360058176529	0.0485059468971485	0.104092376583462	0.102389162561576	0.180425712054997
BDNF-AS	0	0	0.0382954532624232	0.190839694656489	0.192473484479907	0	0	1	0	0	0	0	0	0	0	0	0.141592920353982	0	0	0	0	0	0.0758807588075881	0	0.364016736401674	0.0304834622099118	0.788005578800558	0.788005578800558	0	0	0	0.0303655776478955	1	0	0.0493273542600897	0	0.0412017167381974	0.132231404958678	0.0377358490566038	0	0	0.354330708661417	0.132231404958678	0	0	0	0	0.0285110836550892	0.074291728153107	0.0866425992779783	0.0910041841004184	0	0	0	0	0	0.152569636506484	0	0	0	0	0	0.236220472440945	0	0	0.00239091452480574	0	0	0	0.364016736401674	0	0	0.145606694560669	0	0	0.0547945205479452	0	0.128082959641256	0	0.21378787284401	0.0035987404408457	0	0.0141509433962264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921658986175115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177165354330709	0	0	0	0	0	0.354330708661417	0	0	0.354330708661417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364016736401674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364016736401674	0	0	0	0	0	0	0	0	0
BOK-AS1	0.196093610192289	0.482600580480535	0.268807933879413	0	0.188624733254605	0.443456137460971	0.282190709362605	0	1	0.249263526103197	0.624158757549612	0.501400927684116	0.322831842126396	0.304072470756856	0.308991929464601	0.293257541268042	0	0.233752775002775	0.282937099881907	0.258443484766943	0.610230179028133	0.622111504723347	0.184612167220863	0.353564211275324	0	0.279561569817724	0	0	0.160608974358974	0.0480769230769231	0.327521936112864	0.36063715349906	0	0.33218702627641	0	0.255098766996943	0.228018800428914	0	0	0.0480769230769231	0.304110434136329	0	0	0.217891361107576	0.534992653860804	0.259957718412257	0.33809257721586	0.33824725021097	0.317458735996906	0	0.343310431568974	0.229055031226421	0.22064227121325	0.550684143222506	0.258443484766943	0.234822010383305	0.307565851362673	0.464597888815443	0.297321734608248	0.725163973764198	0.264230635586015	0.0480769230769231	0.0523364485981308	0.316216252527827	0	0.36946805472746	0.270832457716467	0.297321734608248	0	0	0	0.221011306279023	0.444698130684925	0.296434559423437	0.703921568627451	0.237857387686598	0	0.359392860527365	0.179965640578173	0	0.475380197658203	0.16419917567116	0.580855879567918	0.534992653860804	0.262913517412676	0.550131045877374	0.272091446167669	0.301253234576357	0.610230179028133	0.214756867437144	0.308510241410613	0.610230179028133	0.188696505391717	0.306079929931603	0.196093610192289	0.297321734608248	0.188316873446066	0.20524896958895	0.297321734608248	0.196093610192289	0.196093610192289	0.196093610192289	0.258443484766943	0.299717675107741	0.303596799466966	0.202687198067633	0.175337686104426	0.282937099881907	0.33809257721586	0.314302342499636	0.258443484766943	0.188696505391717	0.188696505391717	0	0.297321734608248	0.188696505391717	0.188696505391717	0.282937099881907	0.182736472523003	0.270869620349439	0.188696505391717	0.188696505391717	0.208182269095693	0.297321734608248	0	0.258443484766943	0.258443484766943	0	0.196093610192289	0.188696505391717	0.179965640578173	0.188696505391717	0.179793295017307	0.188696505391717	0.258443484766943	0.282937099881907	0.282937099881907	0.193165845198978	0.193165845198978	0.16419917567116	0.188696505391717	0.258443484766943	0.197352703411724	0.258443484766943	0.258443484766943	0.258443484766943	0.258443484766943	0.258443484766943	0.258443484766943	0.258443484766943	0.0181818181818182	0.274483802728693	0.188696505391717	0.258443484766943	0.207906125466771	0.188696505391717	0	0	0.297321734608248	0.224057344854674	0.246830609517936	0.20524896958895	0.20524896958895	0.203331284645478	0.258443484766943	0.258443484766943	0.258443484766943	0.258443484766943	0.188696505391717	0	0	0.297321734608248	0.258443484766943	0.284749849306811	0.258443484766943	0.196093610192289	0.188316873446066	0.190906603569073	0.0147783251231527	0.282937099881907	0.202687198067633	0.258443484766943	0.579628724963361	0.230765209026079	0	0.188696505391717	0.188316873446066	0.258443484766943	0.158235865281489	0.188696505391717	0.188316873446066	0.297321734608248	0.282937099881907	0.248815352506465
